,Unnamed: 0,name,year,home,played against,week,team  score,opp score,month,team,5wkavyds,5wkavatt,5wkavrutd,5wkavnrec,5wkavrecyds,5wkavrectd,5wkavyds^2,5wkavatt^2,5wkavrutd^2,5wkavnrec^2,5wkavrecyds^2,5wkavrectd^2,Total points,Total points predicted,Squared Error,3 Cluster Run,4 Cluster Run,5 Cluster Run
0,0,A.Bradshaw,2010,1,12,3,10,29,9,NYG,44.5,8.5,0.0,0.0,0.0,0.0,1980.25,72.25,0.0,0.0,0.0,0.0,15.8,9.05993,45.4285436049,0.0,0.0,1.0
1,1,A.Bradshaw,2010,1,5,4,17,3,10,NYG,44.0,7.5,0.5,2.5,15.0,0.0,1936.0,56.25,0.25,6.25,225.0,0.0,18.3,9.28615,81.2494918225,0.0,0.0,1.0
2,2,A.Bradshaw,2010,0,9,5,34,10,10,NYG,64.5,11.5,0.5,1.0,7.0,0.0,4160.25,132.25,0.25,1.0,49.0,0.0,8.9,11.58336,7.2004208896,2.0,2.0,0.0
3,3,A.Bradshaw,2010,1,6,6,28,20,10,NYG,89.8,18.2,0.6,2.4,16.6,0.0,8064.04,331.24,0.36,5.76,275.56,0.0,14.3,14.21726,0.0068459076,1.0,1.0,3.0
4,4,A.Bradshaw,2010,0,21,7,41,35,10,NYG,101.2,18.0,0.4,2.4,15.2,0.0,10241.44,324.0,0.16,5.76,231.04,0.0,11.8,16.96261,26.6525420121,1.0,1.0,3.0
5,5,A.Bradshaw,2010,0,31,9,41,7,11,NYG,108.6,19.4,0.4,2.8,17.6,0.0,11793.96,376.36,0.16,7.84,309.76,0.0,21.2,19.28887,3.6524178769,1.0,1.0,2.0
6,6,A.Bradshaw,2010,1,21,10,20,33,11,NYG,102.4,20.2,0.6,2.6,18.6,0.0,10485.76,408.04,0.36,6.76,345.96,0.0,11.5,11.70408,0.0416486464,1.0,1.0,3.0
7,7,A.Bradshaw,2010,0,23,11,17,27,11,NYG,91.2,19.6,0.4,3.4,28.2,0.0,8317.44,384.16,0.16,11.56,795.24,0.0,0.4,11.44688,122.033557734,1.0,1.0,3.0
8,8,A.Bradshaw,2010,1,11,12,24,20,11,NYG,83.6,18.8,0.4,3.2,22.8,0.0,6988.96,353.44,0.16,10.24,519.84,0.0,8.3,17.59006,86.3052148036,2.0,2.0,3.0
9,9,A.Bradshaw,2010,1,24,13,31,7,12,NYG,66.8,16.8,0.4,3.6,27.6,0.0,4462.24,282.24,0.16,12.96,761.76,0.0,22.5,12.59718,98.0658439524,2.0,2.0,0.0
10,10,A.Bradshaw,2010,0,8,14,21,3,12,NYG,61.0,17.0,0.8,3.4,26.8,0.0,3721.0,289.0,0.64,11.56,718.24,0.0,17.5,11.84005,32.0350340025,2.0,2.0,0.0
11,11,A.Bradshaw,2010,1,23,15,31,38,12,NYG,70.2,15.4,0.6,3.6,22.2,0.0,4928.04,237.16,0.36,12.96,492.84,0.0,8.0,14.73817,45.4029349489,2.0,2.0,0.0
12,12,A.Bradshaw,2010,0,7,16,17,45,12,NYG,68.8,15.2,0.6,2.8,12.6,0.0,4733.44,231.04,0.36,7.84,158.76,0.0,5.2,10.7204,30.47481616,2.0,2.0,0.0
13,13,A.Bradshaw,2010,0,24,17,17,14,1,NYG,69.2,15.2,0.6,3.4,21.8,0.0,4788.64,231.04,0.36,11.56,475.24,0.0,3.0,10.97181,63.5497546761,2.0,2.0,0.0
14,14,A.Bradshaw,2011,0,24,1,14,28,9,NYG,63.8,16.4,0.6,3.0,16.6,0.0,4070.44,268.96,0.36,9.0,275.56,0.0,11.4,9.45478,3.7838808484,2.0,2.0,0.0
15,15,A.Bradshaw,2011,1,32,2,28,16,9,NYG,53.2,14.0,0.4,3.0,17.0,0.0,2830.24,196.0,0.16,9.0,289.0,0.0,10.4,13.52999,9.7968374001,2.0,0.0,0.0
16,16,A.Bradshaw,2011,0,23,3,29,16,9,NYG,44.4,14.8,0.2,3.0,23.6,0.0,1971.36,219.04,0.04,9.0,556.96,0.0,19.9,11.62684,68.4451763856,0.0,0.0,1.0
17,17,A.Bradshaw,2011,0,29,4,31,27,10,NYG,48.4,14.0,0.2,3.6,31.4,0.2,2342.56,196.0,0.04,12.96,985.96,0.04,9.0,11.95326,8.7217446276,2.0,0.0,1.0
18,18,A.Bradshaw,2011,1,31,5,25,36,10,NYG,50.0,14.0,0.4,3.4,25.4,0.2,2500.0,196.0,0.16,11.56,645.16,0.04,8.5,12.01256,12.3380777536,2.0,0.0,1.0
19,19,A.Bradshaw,2011,1,17,6,27,24,10,NYG,57.2,14.4,0.4,3.4,29.2,0.2,3271.84,207.36,0.16,11.56,852.64,0.04,31.0,12.28819,350.131833476,2.0,0.0,0.0
20,20,A.Bradshaw,2011,1,18,8,20,17,10,NYG,69.2,17.0,0.8,3.6,32.4,0.2,4788.64,289.0,0.64,12.96,1049.76,0.04,8.8,12.72516,15.4068810256,2.0,2.0,0.0
21,21,A.Bradshaw,2011,1,7,13,35,38,12,NYG,67.4,16.6,0.8,3.6,31.0,0.2,4542.76,275.56,0.64,12.96,961.0,0.04,4.7,15.6818,120.59993124,2.0,2.0,0.0
22,22,A.Bradshaw,2011,0,21,14,37,34,12,NYG,57.8,15.8,0.8,3.0,22.2,0.0,3340.84,249.64,0.64,9.0,492.84,0.0,1.9,16.25998,206.2090256,2.0,0.0,0.0
23,23,A.Bradshaw,2011,1,24,15,10,23,12,NYG,52.4,15.0,0.6,2.4,21.4,0.0,2745.76,225.0,0.36,5.76,457.96,0.0,13.9,8.59965,28.0937101225,2.0,0.0,0.0
24,24,A.Bradshaw,2011,0,20,16,29,14,12,NYG,52.4,13.6,0.8,2.6,20.2,0.0,2745.76,184.96,0.64,6.76,408.04,0.0,18.2,12.85894,28.5269219236,2.0,0.0,0.0
25,25,A.Bradshaw,2011,1,21,17,31,14,1,NYG,42.4,11.4,0.6,2.4,16.6,0.0,1797.76,129.96,0.36,5.76,275.56,0.0,18.9,9.1438,95.18343844,0.0,0.0,1.0
26,26,A.Bradshaw,2012,1,21,1,17,24,9,NYG,43.8,12.0,0.8,2.0,11.4,0.2,1918.44,144.0,0.64,4.0,129.96,0.04,15.3,8.31339,48.8127192921,0.0,0.0,1.0
27,27,A.Bradshaw,2012,1,16,2,41,34,9,NYG,51.8,13.2,1.0,2.0,12.6,0.2,2683.24,174.24,1.0,4.0,158.76,0.04,1.6,14.622,169.572484,2.0,0.0,1.0
28,28,A.Bradshaw,2012,0,23,4,17,19,9,NYG,52.6,12.6,1.0,1.8,11.2,0.2,2766.76,158.76,1.0,3.24,125.44,0.04,7.7,9.06146,1.8535733316,2.0,0.0,0.0
29,29,A.Bradshaw,2012,1,3,5,41,27,10,NYG,48.8,13.2,0.8,1.8,14.6,0.2,2381.44,174.24,0.64,3.24,213.16,0.04,26.9,11.72595,230.251793402,2.0,0.0,1.0
30,30,A.Bradshaw,2012,0,30,6,26,3,10,NYG,78.0,16.2,0.6,2.4,18.8,0.2,6084.0,262.44,0.36,5.76,353.44,0.04,18.0,13.58719,19.4728920961,2.0,2.0,0.0
31,31,A.Bradshaw,2012,1,24,7,27,23,10,NYG,89.8,18.4,0.6,2.0,17.2,0.0,8064.04,338.56,0.36,4.0,295.84,0.0,12.5,12.73939,0.0573075721,1.0,1.0,3.0
32,32,A.Bradshaw,2012,0,21,8,29,24,10,NYG,82.8,17.4,0.6,2.4,18.6,0.0,6855.84,302.76,0.36,5.76,345.96,0.0,5.8,15.501,94.109401,2.0,2.0,3.0
33,33,A.Bradshaw,2012,1,4,9,20,24,11,NYG,95.2,20.8,0.6,2.4,18.6,0.0,9063.04,432.64,0.36,5.76,345.96,0.0,4.8,11.93544,50.9145039936,1.0,1.0,3.0
34,34,A.Bradshaw,2012,0,2,10,13,31,11,NYG,97.0,21.2,0.6,1.8,11.0,0.0,9409.0,449.44,0.36,3.24,121.0,0.0,5.1,10.34816,27.5431833856,1.0,1.0,3.0
35,35,A.Bradshaw,2012,1,7,12,38,10,11,NYG,68.4,17.2,0.4,1.6,8.0,0.0,4678.56,295.84,0.16,2.56,64.0,0.0,17.9,14.41665,12.1337272225,2.0,2.0,0.0
36,36,A.Bradshaw,2012,0,24,13,16,17,12,NYG,56.8,13.8,0.4,1.8,19.4,0.0,3226.24,190.44,0.16,3.24,376.36,0.0,11.6,8.77156,8.0000728336,2.0,0.0,0.0
37,37,A.Bradshaw,2012,1,15,14,52,27,12,NYG,68.8,16.2,0.2,1.4,17.6,0.0,4733.44,262.44,0.04,1.96,309.76,0.0,3.3,14.91998,135.0239352,2.0,2.0,0.0
38,38,A.Bradshaw,2012,0,1,16,14,33,12,NYG,59.8,14.0,0.2,1.4,17.6,0.0,3576.04,196.0,0.04,1.96,309.76,0.0,4.7,8.3935,13.64194225,2.0,2.0,0.0
39,39,A.Bradshaw,2012,1,23,17,42,7,12,NYG,58.0,12.8,0.2,1.6,19.2,0.0,3364.0,163.84,0.04,2.56,368.64,0.0,20.8,12.56993,67.7340522049,2.0,0.0,0.0
40,40,A.Bradshaw,2013,1,27,1,21,17,9,IND,68.0,14.0,0.4,1.2,24.6,0.0,4624.0,196.0,0.16,1.44,605.16,0.0,3.3,11.83474,72.8417868676,2.0,2.0,0.0
41,41,A.Bradshaw,2013,1,18,2,20,24,9,IND,61.6,13.4,0.2,1.0,13.8,0.0,3794.56,179.56,0.04,1.0,190.44,0.0,14.4,8.33603,36.7717321609,2.0,2.0,0.0
42,42,A.Bradshaw,2013,0,30,3,27,7,9,IND,54.0,11.6,0.4,1.2,15.0,0.0,2916.0,134.56,0.16,1.44,225.0,0.0,17.1,11.1314,35.62418596,2.0,0.0,0.0
43,43,A.Bradshaw,2014,0,25,1,24,31,9,IND,66.4,13.2,0.6,1.8,18.2,0.0,4408.96,174.24,0.36,3.24,331.24,0.0,8.5,9.26564,0.5862046096,2.0,2.0,0.0
44,44,A.Bradshaw,2014,1,23,2,27,30,9,IND,61.6,12.0,0.6,2.6,30.6,0.0,3794.56,144.0,0.36,6.76,936.36,0.0,21.6,10.37229,126.061471844,2.0,2.0,0.0
45,45,A.Bradshaw,2014,0,11,3,44,17,9,IND,54.2,11.4,0.4,3.4,27.6,0.4,2937.64,129.96,0.16,11.56,761.76,0.16,14.3,13.66449,0.4038729601,2.0,0.0,0.0
46,46,A.Bradshaw,2014,1,12,4,41,17,9,IND,62.0,11.8,0.4,3.6,29.8,0.6,3844.0,139.24,0.16,12.96,888.04,0.36,11.2,14.57806,11.4112893636,2.0,2.0,0.0
47,47,A.Bradshaw,2014,1,1,5,20,13,10,IND,55.4,10.6,0.2,3.4,30.0,0.8,3069.16,112.36,0.04,11.56,900.0,0.64,6.5,10.019,12.383361,2.0,0.0,0.0
48,48,A.Bradshaw,2014,0,9,6,33,28,10,IND,50.0,9.8,0.0,3.6,30.2,0.8,2500.0,96.04,0.0,12.96,912.04,0.64,11.9,10.42255,2.1828585025,2.0,0.0,1.0
49,49,A.Bradshaw,2014,1,2,7,27,0,10,IND,53.8,11.4,0.0,3.2,21.2,1.0,2894.44,129.96,0.0,10.24,449.44,1.0,18.8,12.22999,43.1650314001,2.0,0.0,0.0
50,50,A.Bradshaw,2014,0,4,8,34,51,10,IND,50.2,10.8,0.2,2.8,23.2,0.8,2520.04,116.64,0.04,7.84,538.24,0.64,14.7,11.73441,8.7947240481,2.0,0.0,1.0
51,51,A.Bradshaw,2014,0,22,9,40,24,11,IND,44.2,10.2,0.4,3.8,30.0,0.6,1953.64,104.04,0.16,14.44,900.0,0.36,7.9,11.17343,10.7153439649,0.0,0.0,1.0
52,52,A.Bradshaw,2014,1,19,11,20,42,11,IND,47.8,9.8,0.4,4.0,31.8,0.4,2284.84,96.04,0.16,16.0,1011.24,0.16,-0.9,9.44619,107.043647516,2.0,0.0,1.0
53,53,A.Brown,2010,0,1,5,17,31,10,DEN,6.5,1.5,0.0,1.0,5.0,0.0,42.25,2.25,0.0,1.0,25.0,0.0,-0.1,4.10051,17.6442842601,0.0,0.0,1.0
54,54,A.Brown,2010,0,21,11,19,35,11,DET,-0.5,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.0,0.0,1.5,3.22376,2.9713485376,0.0,0.0,1.0
55,55,A.Brown,2010,1,19,12,24,45,11,DET,4.5,0.5,0.0,1.0,3.0,0.0,20.25,0.25,0.0,1.0,9.0,0.0,6.5,3.17292,11.0694613264,0.0,0.0,1.0
56,56,A.Brown,2012,1,21,1,17,24,9,NYG,18.0,6.5,0.0,2.0,14.5,0.0,324.0,42.25,0.0,4.0,210.25,0.0,0.0,8.22478,67.6470060484,0.0,0.0,1.0
57,57,A.Brown,2012,1,16,2,41,34,9,NYG,11.4,3.8,0.0,1.6,9.0,0.0,129.96,14.44,0.0,2.56,81.0,0.0,15.0,6.54841,71.4293735281,0.0,0.0,1.0
58,58,A.Brown,2012,0,14,3,36,7,9,NYG,23.0,5.8,0.2,1.6,10.8,0.0,529.0,33.64,0.04,2.56,116.64,0.0,25.0,6.89646,327.738160532,0.0,0.0,1.0
59,59,A.Brown,2012,0,23,4,17,19,9,NYG,45.8,9.4,0.6,2.2,14.2,0.0,2097.64,88.36,0.36,4.84,201.64,0.0,1.8,9.43335,58.2680322225,0.0,0.0,1.0
60,60,A.Brown,2012,1,3,5,41,27,10,NYG,46.8,10.2,0.6,2.0,13.8,0.0,2190.24,104.04,0.36,4.0,190.44,0.0,0.0,12.78054,163.342202692,0.0,0.0,1.0
61,61,A.Brown,2012,1,24,7,27,23,10,NYG,39.6,7.6,0.6,1.2,8.0,0.0,1568.16,57.76,0.36,1.44,64.0,0.0,9.4,10.04043,0.4101505849,0.0,0.0,1.0
62,62,A.Brown,2012,0,21,8,29,24,10,NYG,43.0,8.6,0.8,1.4,11.4,0.0,1849.0,73.96,0.64,1.96,129.96,0.0,8.1,10.30653,4.8687746409,0.0,0.0,1.0
63,63,A.Brown,2012,1,4,9,20,24,11,NYG,33.0,6.6,0.8,1.0,7.6,0.0,1089.0,43.56,0.64,1.0,57.76,0.0,8.0,8.17416,0.0303317056,0.0,0.0,1.0
64,64,A.Brown,2012,0,2,10,13,31,11,NYG,14.4,4.0,0.6,0.4,4.2,0.0,207.36,16.0,0.36,0.16,17.64,0.0,15.4,4.36156,121.847157634,0.0,0.0,1.0
65,65,A.Brown,2012,1,7,12,38,10,11,NYG,24.6,4.4,0.8,1.2,9.2,0.0,605.16,19.36,0.64,1.44,84.64,0.0,12.4,10.50488,3.5914798144,0.0,0.0,1.0
66,66,A.Brown,2013,1,27,10,24,20,11,NYG,37.4,7.0,1.0,1.2,9.2,0.0,1398.76,49.0,1.0,1.44,84.64,0.0,17.9,8.36149,90.9831730201,0.0,0.0,1.0
67,67,A.Brown,2013,1,7,11,27,13,11,NYG,57.0,12.0,1.0,1.2,6.6,0.0,3249.0,144.0,1.0,1.44,43.56,0.0,9.3,11.71915,5.8522867225,2.0,0.0,0.0
68,68,A.Brown,2013,1,21,12,21,24,11,NYG,66.0,15.0,0.8,1.8,12.0,0.0,4356.0,225.0,0.64,3.24,144.0,0.0,13.8,7.72085,36.9560647225,2.0,2.0,0.0
69,69,A.Brown,2013,0,24,13,24,17,12,NYG,87.4,17.8,0.6,2.6,14.2,0.0,7638.76,316.84,0.36,6.76,201.64,0.0,17.8,15.2201,6.65588401,1.0,2.0,3.0
70,70,A.Brown,2013,0,28,14,14,37,12,NYG,81.4,19.2,0.8,2.2,13.0,0.0,6625.96,368.64,0.64,4.84,169.0,0.0,7.6,9.01811,2.0110359721,2.0,2.0,3.0
71,71,A.Brown,2013,1,31,15,0,23,12,NYG,84.8,19.8,0.6,2.8,16.0,0.0,7191.04,392.04,0.36,7.84,256.0,0.0,2.6,7.58003,24.8006988009,2.0,2.0,3.0
72,72,A.Brown,2013,0,6,16,23,20,12,NYG,65.2,16.0,0.4,3.4,17.0,0.0,4251.04,256.0,0.16,11.56,289.0,0.0,3.4,12.04844,74.7955144336,2.0,2.0,0.0
73,73,A.Brown,2013,1,24,17,20,6,12,NYG,60.0,15.6,0.4,3.2,14.4,0.0,3600.0,243.36,0.16,10.24,207.36,0.0,-0.9,12.02941,167.169642948,2.0,2.0,0.0
74,74,A.Dixon,2010,0,13,4,14,16,10,SF,1.0,0.5,0.5,0.0,0.0,0.0,1.0,0.25,0.25,0.0,0.0,0.0,0.3,3.46554,10.0206434916,0.0,0.0,1.0
75,75,A.Dixon,2010,1,27,6,17,9,10,SF,1.5,0.5,0.0,0.0,0.0,0.0,2.25,0.25,0.0,0.0,0.0,0.0,0.9,2.11751,1.4823306001,0.0,0.0,1.0
76,76,A.Dixon,2010,0,14,7,20,23,10,SF,4.5,0.5,0.0,0.0,0.0,0.0,20.25,0.25,0.0,0.0,0.0,0.0,-0.6,2.01085,6.8165377225,0.0,0.0,1.0
77,77,A.Dixon,2010,1,25,8,24,16,10,SF,-3.0,0.5,0.0,0.0,0.0,0.0,9.0,0.25,0.0,0.0,0.0,0.0,1.1,2.21251,1.2376785001,0.0,0.0,1.0
78,78,A.Dixon,2010,1,32,10,23,20,11,SF,3.8,1.8,0.2,0.0,0.0,0.0,14.44,3.24,0.04,0.0,0.0,0.0,-0.1,2.64999,7.5624450001,0.0,0.0,1.0
79,79,A.Dixon,2010,0,29,12,27,6,11,SF,3.2,1.8,0.0,0.0,0.0,0.0,10.24,3.24,0.0,0.0,0.0,0.0,10.9,1.90509,80.9084059081,0.0,0.0,1.0
80,80,A.Dixon,2010,0,7,13,16,34,12,SF,13.4,4.4,0.2,0.2,-1.0,0.0,179.56,19.36,0.04,0.04,1.0,0.0,3.7,2.81439,0.7843050721,0.0,0.0,1.0
81,81,A.Dixon,2010,1,31,14,40,21,12,SF,18.2,6.0,0.2,0.4,-0.2,0.0,331.24,36.0,0.04,0.16,0.04,0.0,6.8,7.20513,0.1641303169,0.0,0.0,1.0
82,82,A.Dixon,2010,0,28,15,7,34,12,SF,31.4,8.6,0.2,0.6,1.4,0.0,985.96,73.96,0.04,0.36,1.96,0.0,3.5,4.6518,1.32664324,0.0,0.0,1.0
83,83,A.Dixon,2010,0,32,16,17,25,12,SF,35.8,8.8,0.2,0.8,1.8,0.0,1281.64,77.44,0.04,0.64,3.24,0.0,1.7,5.2729,12.76561441,0.0,0.0,1.0
84,84,A.Dixon,2010,1,29,17,38,7,1,SF,39.4,9.8,0.2,0.8,1.8,0.0,1552.36,96.04,0.04,0.64,3.24,0.0,2.4,12.14341,94.9340384281,0.0,0.0,1.0
85,85,A.Dixon,2011,1,21,2,24,27,9,SF,33.0,9.2,0.0,0.8,3.2,0.0,1089.0,84.64,0.0,0.64,10.24,0.0,0.6,5.78891,26.9247869881,0.0,0.0,1.0
86,86,A.Dixon,2011,1,16,5,48,3,10,SF,27.6,7.6,0.0,0.6,2.4,0.0,761.76,57.76,0.0,0.36,5.76,0.0,6.4,7.38903,0.9781803409,0.0,0.0,1.0
87,87,A.Dixon,2011,0,6,6,25,19,10,SF,16.4,5.2,0.2,0.4,0.8,0.0,268.96,27.04,0.04,0.16,0.64,0.0,0.0,5.7017,32.50938289,0.0,0.0,1.0
88,88,A.Dixon,2011,1,22,10,27,20,11,SF,9.8,4.2,0.2,0.2,0.4,0.0,96.04,17.64,0.04,0.04,0.16,0.0,1.0,5.03629,16.2916369641,0.0,0.0,1.0
89,89,A.Dixon,2011,1,29,11,23,7,11,SF,8.4,3.4,0.2,0.2,0.4,0.0,70.56,11.56,0.04,0.04,0.16,0.0,3.2,2.35419,0.7153945561,0.0,0.0,1.0
90,90,A.Dixon,2011,1,32,13,26,0,12,SF,10.4,2.6,0.2,0.0,0.0,0.0,108.16,6.76,0.04,0.0,0.0,0.0,0.2,4.28661,16.7003812921,0.0,0.0,1.0
91,91,A.Dixon,2011,1,4,15,20,3,12,SF,9.6,3.0,0.2,0.0,0.0,0.0,92.16,9.0,0.04,0.0,0.0,0.0,1.2,2.78304,2.5060156416,0.0,0.0,1.0
92,92,A.Dixon,2011,0,32,17,34,27,1,SF,11.2,3.6,0.0,0.0,0.0,0.0,125.44,12.96,0.0,0.0,0.0,0.0,8.7,4.55351,17.1933793201,0.0,0.0,1.0
93,93,A.Dixon,2012,0,20,4,34,0,9,SF,15.4,5.0,0.2,0.2,1.2,0.0,237.16,25.0,0.04,0.04,1.44,0.0,1.6,7.69908,37.1987768464,0.0,0.0,1.0
94,94,A.Dixon,2012,1,17,5,45,3,10,SF,16.6,5.4,0.2,0.2,1.2,0.0,275.56,29.16,0.04,0.04,1.44,0.0,8.1,4.95018,9.9213660324,0.0,0.0,1.0
95,95,A.Dixon,2012,1,5,11,32,7,11,SF,14.4,4.8,0.4,0.2,1.2,0.0,207.36,23.04,0.16,0.04,1.44,0.0,0.6,4.75369,17.2531406161,0.0,0.0,1.0
96,96,A.Dixon,2012,0,15,12,31,21,11,SF,15.2,4.8,0.4,0.2,1.2,0.0,231.04,23.04,0.16,0.04,1.44,0.0,0.5,3.87497,11.3904225009,0.0,0.0,1.0
97,97,A.Dixon,2012,1,18,14,27,13,12,SF,13.8,4.0,0.4,0.2,1.2,0.0,190.44,16.0,0.16,0.04,1.44,0.0,6.9,2.78535,16.9303446225,0.0,0.0,1.0
98,98,A.Dixon,2012,0,19,15,41,34,12,SF,11.4,2.8,0.4,0.0,0.0,0.0,129.96,7.84,0.16,0.0,0.0,0.0,0.7,2.82908,4.5329816464,0.0,0.0,1.0
99,99,A.Dixon,2012,0,31,16,13,42,12,SF,9.6,2.4,0.4,0.0,0.0,0.0,92.16,5.76,0.16,0.0,0.0,0.0,0.8,2.0858,1.65328164,0.0,0.0,1.0
100,100,A.Dixon,2012,1,29,17,27,13,12,SF,7.0,2.0,0.2,0.0,0.0,0.0,49.0,4.0,0.04,0.0,0.0,0.0,0.6,1.73871,1.2966604641,0.0,0.0,1.0
101,101,A.Dixon,2013,1,7,1,34,28,9,SF,7.0,2.0,0.2,0.0,0.0,0.0,49.0,4.0,0.04,0.0,0.0,0.0,0.0,3.39737,11.5421229169,0.0,0.0,1.0
102,102,A.Dixon,2013,0,31,2,3,29,9,SF,6.0,1.8,0.2,0.0,0.0,0.0,36.0,3.24,0.04,0.0,0.0,0.0,0.4,2.37646,3.9063941316,0.0,0.0,1.0
103,103,A.Dixon,2013,1,10,3,7,27,9,SF,5.0,1.6,0.0,0.0,0.0,0.0,25.0,2.56,0.0,0.0,0.0,0.0,-0.1,2.2924,5.72357776,0.0,0.0,1.0
104,104,A.Dixon,2013,0,32,4,35,11,9,SF,3.4,1.4,0.0,0.0,0.0,0.0,11.56,1.96,0.0,0.0,0.0,0.0,6.6,3.40542,10.2053413764,0.0,0.0,1.0
105,105,A.Dixon,2013,1,9,5,34,3,10,SF,3.0,1.6,0.2,0.0,0.0,0.0,9.0,2.56,0.04,0.0,0.0,0.0,7.2,3.26291,15.5006776681,0.0,0.0,1.0
106,106,A.Dixon,2013,1,29,6,32,20,10,SF,4.2,2.0,0.4,0.0,0.0,0.0,17.64,4.0,0.16,0.0,0.0,0.0,0.7,3.14115,5.9592133225,0.0,0.0,1.0
107,107,A.Dixon,2013,0,12,7,31,17,10,SF,5.0,2.6,0.4,0.2,0.6,0.0,25.0,6.76,0.16,0.04,0.36,0.0,0.8,2.19347,1.9417586409,0.0,0.0,1.0
108,108,A.Dixon,2013,0,11,8,42,10,10,SF,5.8,2.6,0.4,0.2,0.6,0.0,33.64,6.76,0.16,0.04,0.36,0.0,0.2,2.83889,6.9637404321,0.0,0.0,1.0
109,109,A.Dixon,2013,1,14,10,9,10,11,SF,6.4,2.6,0.4,0.2,0.6,0.0,40.96,6.76,0.16,0.04,0.36,0.0,0.0,1.96531,3.8624433961,0.0,0.0,1.0
110,110,A.Dixon,2013,0,24,12,27,6,11,SF,5.2,2.0,0.2,0.2,0.6,0.0,27.04,4.0,0.04,0.04,0.36,0.0,1.3,1.47765,0.0315595225,0.0,0.0,1.0
111,111,A.Dixon,2013,1,32,13,23,13,12,SF,5.4,1.6,0.0,0.2,0.6,0.0,29.16,2.56,0.0,0.04,0.36,0.0,1.3,1.37563,0.0057198969,0.0,0.0,1.0
112,112,A.Dixon,2013,0,16,15,33,14,12,SF,7.2,2.6,0.0,0.0,0.0,0.0,51.84,6.76,0.0,0.0,0.0,0.0,0.0,2.50112,6.2556012544,0.0,0.0,1.0
113,113,A.Dixon,2013,0,29,17,23,20,12,SF,5.6,2.4,0.0,0.0,0.0,0.0,31.36,5.76,0.0,0.0,0.0,0.0,2.2,1.76323,0.1907680329,0.0,0.0,1.0
114,114,A.Dixon,2014,0,5,1,23,20,9,BUF,4.2,2.6,0.0,0.4,5.4,0.0,17.64,6.76,0.0,0.16,29.16,0.0,6.0,3.47952,6.3528194304,0.0,0.0,1.0
115,115,A.Dixon,2014,1,18,2,29,10,9,BUF,16.2,3.6,0.0,0.4,5.4,0.0,262.44,12.96,0.0,0.16,29.16,0.0,0.3,6.27297,35.6763706209,0.0,0.0,1.0
116,116,A.Dixon,2014,1,28,3,10,22,9,BUF,14.2,3.4,0.0,0.4,5.4,0.0,201.64,11.56,0.0,0.16,29.16,0.0,0.0,3.74399,14.0174611201,0.0,0.0,1.0
117,117,A.Dixon,2014,1,19,6,22,37,10,BUF,11.6,1.8,0.0,0.4,5.4,0.0,134.56,3.24,0.0,0.16,29.16,0.0,2.3,2.86471,0.3188973841,0.0,0.0,1.0
118,118,A.Dixon,2014,1,8,7,17,16,10,BUF,16.2,3.2,0.0,0.4,5.4,0.0,262.44,10.24,0.0,0.16,29.16,0.0,6.6,2.32527,18.2733165729,0.0,0.0,1.0
119,119,A.Dixon,2014,0,20,8,43,23,10,BUF,27.4,5.4,0.0,0.6,3.0,0.0,750.76,29.16,0.0,0.36,9.0,0.0,4.4,6.71997,5.3822608009,0.0,0.0,1.0
120,120,A.Dixon,2014,1,26,10,13,17,11,BUF,24.2,8.8,0.0,0.6,3.0,0.0,585.64,77.44,0.0,0.36,9.0,0.0,6.2,4.98066,1.4867900356,0.0,0.0,1.0
121,121,A.Dixon,2014,0,18,11,9,22,11,BUF,36.0,10.2,0.0,0.6,3.0,0.0,1296.0,104.04,0.0,0.36,9.0,0.0,4.8,5.34942,0.3018623364,0.0,0.0,1.0
122,122,A.Dixon,2014,1,20,12,38,3,11,BUF,43.0,12.2,0.0,1.0,5.6,0.0,1849.0,148.84,0.0,1.0,31.36,0.0,12.2,9.88976,5.3372088576,0.0,0.0,1.0
123,123,A.Dixon,2014,1,3,13,26,10,11,BUF,49.2,13.2,0.2,1.2,7.2,0.0,2420.64,174.24,0.04,1.44,51.84,0.0,2.5,11.27898,77.0704898404,2.0,0.0,1.0
124,124,A.Dixon,2014,0,25,14,17,24,12,BUF,44.0,11.8,0.2,0.6,4.2,0.0,1936.0,139.24,0.04,0.36,17.64,0.0,1.5,8.41137,47.7670352769,0.0,0.0,1.0
125,125,A.Dixon,2014,1,7,15,21,13,12,BUF,38.2,8.0,0.2,0.6,4.2,0.0,1459.24,64.0,0.04,0.36,17.64,0.0,1.1,6.00362,24.0454891044,0.0,0.0,1.0
126,126,A.Dixon,2014,0,27,16,24,26,12,BUF,31.0,7.4,0.2,0.8,5.2,0.0,961.0,54.76,0.04,0.64,27.04,0.0,0.7,5.42723,22.3467034729,0.0,0.0,1.0
127,127,A.Dixon,2014,0,19,17,17,9,12,BUF,25.4,6.0,0.2,0.4,2.6,0.0,645.16,36.0,0.04,0.16,6.76,0.0,9.5,4.38207,26.1932074849,0.0,0.0,1.0
128,128,A.Edwards,2010,1,13,14,10,31,12,CAR,3.5,0.5,0.0,0.0,0.0,0.0,12.25,0.25,0.0,0.0,0.0,0.0,0.0,0.80884,0.6542221456,0.0,0.0,1.0
