,Unnamed: 0,name,year,home,played against,week,team  score,opp score,month,team,5wkavyds,5wkavatt,5wkavrutd,5wkavnrec,5wkavrecyds,5wkavrectd,5wkavyds^2,5wkavatt^2,5wkavrutd^2,5wkavnrec^2,5wkavrecyds^2,5wkavrectd^2,Total points,Total points predicted,Squared Error,3 Cluster Run,4 Cluster Run,5 Cluster Run
457,457,B.Brown,2013,0,27,9,49,20,11,PHI,10.6,4.6,0.0,0.8,9.8,0.0,112.36,21.16,0.0,0.64,96.04,0.0,6.0,7.13974,1.2990072676,0.0,0.0,1.0
458,458,B.Brown,2013,0,7,10,27,13,11,PHI,17.6,4.4,0.0,0.6,2.8,0.0,309.76,19.36,0.0,0.36,7.84,0.0,1.1,4.59703,12.2292188209,0.0,0.0,1.0
459,459,B.Brown,2013,1,24,11,24,16,11,PHI,17.6,4.2,0.0,0.4,1.6,0.0,309.76,17.64,0.0,0.16,2.56,0.0,3.0,4.9262,3.71024644,0.0,0.0,1.0
460,460,B.Brown,2013,1,29,13,24,21,12,PHI,14.0,4.0,0.0,0.8,7.2,0.0,196.0,16.0,0.0,0.64,51.84,0.0,0.4,4.93808,20.5941700864,0.0,0.0,1.0
461,461,B.Brown,2013,1,6,14,34,20,12,PHI,14.0,4.6,0.0,0.8,7.2,0.0,196.0,21.16,0.0,0.64,51.84,0.0,1.9,5.15077,10.5675055929,0.0,0.0,1.0
462,462,B.Brown,2013,1,5,16,54,11,12,PHI,18.0,5.2,0.0,0.6,6.8,0.0,324.0,27.04,0.0,0.36,46.24,0.0,17.5,6.94021,111.509164844,0.0,0.0,1.0
463,463,B.Brown,2013,0,21,17,24,22,12,PHI,30.2,5.6,0.2,0.4,5.6,0.0,912.04,31.36,0.04,0.16,31.36,0.0,7.1,4.53499,6.5792763001,0.0,0.0,1.0
464,464,B.Brown,2014,0,20,8,43,23,10,BUF,30.2,5.2,0.4,0.4,5.6,0.0,912.04,27.04,0.16,0.16,31.36,0.0,1.5,7.44018,35.2857384324,0.0,0.0,1.0
465,465,B.Brown,2014,1,26,10,13,17,11,BUF,32.8,5.8,0.4,0.0,0.0,0.0,1075.84,33.64,0.16,0.0,0.0,0.0,8.0,5.91487,4.3477671169,0.0,0.0,1.0
466,466,B.Brown,2014,0,18,11,9,22,11,BUF,39.0,6.2,0.4,1.2,13.0,0.0,1521.0,38.44,0.16,1.44,169.0,0.0,7.1,5.67966,2.0173657156,0.0,0.0,1.0
467,467,B.Brown,2014,1,20,12,38,3,11,BUF,38.0,6.2,0.4,2.6,24.4,0.0,1444.0,38.44,0.16,6.76,595.36,0.0,2.0,11.07982,82.4431312324,0.0,0.0,1.0
468,468,B.Brown,2014,1,3,13,26,10,11,BUF,19.0,5.6,0.2,2.6,24.4,0.0,361.0,31.36,0.04,6.76,595.36,0.0,1.1,7.01167,34.9478421889,0.0,0.0,1.0
469,469,B.Brown,2014,0,25,14,17,24,12,BUF,19.0,5.8,0.0,2.6,24.4,0.0,361.0,33.64,0.0,6.76,595.36,0.0,2.5,4.31965,3.3111261225,0.0,0.0,1.0
470,470,B.Brown,2014,1,7,15,21,13,12,BUF,18.2,5.0,0.0,3.0,27.2,0.0,331.24,25.0,0.0,9.0,739.84,0.0,6.0,5.31898,0.4637882404,0.0,0.0,1.0
471,471,B.Cunningh,2013,0,13,2,24,31,9,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55232,2.4096973824,0.0,0.0,1.0
472,472,B.Cunningh,2013,0,21,3,7,31,9,STL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2,3.42337,1.4966341569,0.0,0.0,1.0
473,473,B.Cunningh,2013,1,30,4,11,35,9,STL,8.0,2.0,0.0,0.5,3.0,0.0,64.0,4.0,0.0,0.25,9.0,0.0,2.3,2.41663,0.0136025569,0.0,0.0,1.0
474,474,B.Cunningh,2013,1,11,5,34,20,10,STL,3.0,2.0,0.0,0.5,8.5,0.0,9.0,4.0,0.0,0.25,72.25,0.0,1.3,3.45904,4.6614537216,0.0,0.0,1.0
475,475,B.Cunningh,2013,0,9,6,38,13,10,STL,7.0,2.8,0.0,0.4,4.6,0.0,49.0,7.84,0.0,0.16,21.16,0.0,1.1,4.12717,9.1637582089,0.0,0.0,1.0
476,476,B.Cunningh,2013,1,12,9,21,28,11,STL,9.2,3.4,0.0,0.4,4.6,0.0,84.64,11.56,0.0,0.16,21.16,0.0,-0.9,2.74487,13.2850773169,0.0,0.0,1.0
477,477,B.Cunningh,2013,0,10,10,38,8,11,STL,11.4,3.6,0.0,0.4,4.6,0.0,129.96,12.96,0.0,0.16,21.16,0.0,9.0,4.19877,23.0518095129,0.0,0.0,1.0
478,478,B.Cunningh,2013,1,5,12,42,21,11,STL,22.6,4.2,0.0,0.4,7.0,0.0,510.76,17.64,0.0,0.16,49.0,0.0,16.9,6.39555,110.343469802,0.0,0.0,1.0
479,479,B.Cunningh,2013,0,30,13,13,23,12,STL,43.2,6.0,0.2,0.2,3.6,0.0,1866.24,36.0,0.04,0.04,12.96,0.0,1.6,3.07795,2.1843362025,0.0,0.0,1.0
480,480,B.Cunningh,2013,0,29,14,10,30,12,STL,43.8,5.6,0.2,0.2,3.6,0.0,1918.44,31.36,0.04,0.04,12.96,0.0,2.5,3.3298,0.68856804,0.0,0.0,1.0
481,481,B.Cunningh,2013,1,15,15,27,16,12,STL,43.4,5.4,0.2,0.6,6.8,0.0,1883.56,29.16,0.04,0.36,46.24,0.0,0.0,7.00472,49.0661022784,0.0,0.0,1.0
482,482,B.Cunningh,2013,1,16,16,23,13,12,STL,41.2,5.2,0.2,0.6,6.8,0.0,1697.44,27.04,0.04,0.36,46.24,0.0,-0.2,5.46517,32.0941511289,0.0,0.0,1.0
483,483,B.Cunningh,2013,0,31,17,9,27,12,STL,26.4,4.0,0.2,0.4,3.2,0.0,696.96,16.0,0.04,0.16,10.24,0.0,0.2,5.4835,27.91537225,0.0,0.0,1.0
484,484,B.Cunningh,2014,1,8,1,6,34,9,STL,4.6,1.4,0.0,0.6,3.6,0.0,21.16,1.96,0.0,0.36,12.96,0.0,5.1,2.69348,5.7913385104,0.0,0.0,1.0
485,485,B.Cunningh,2014,0,16,2,19,17,9,STL,5.6,2.0,0.0,1.4,9.6,0.0,31.36,4.0,0.0,1.96,92.16,0.0,1.9,2.72238,0.6763088644,0.0,0.0,1.0
486,486,B.Cunningh,2014,1,21,3,31,34,9,STL,6.8,2.8,0.0,1.2,7.2,0.0,46.24,7.84,0.0,1.44,51.84,0.0,3.4,4.92503,2.3257165009,0.0,0.0,1.0
487,487,B.Cunningh,2014,0,23,5,28,34,10,STL,12.6,4.2,0.0,1.4,8.2,0.0,158.76,17.64,0.0,1.96,67.24,0.0,13.1,4.76909,69.4040614281,0.0,0.0,1.0
488,488,B.Cunningh,2014,1,30,6,17,31,10,STL,22.4,5.4,0.2,2.0,13.0,0.0,501.76,29.16,0.04,4.0,169.0,0.0,9.3,3.11659,38.2345592281,0.0,0.0,1.0
489,489,B.Cunningh,2014,1,31,7,28,26,10,STL,26.6,6.8,0.4,2.2,15.0,0.0,707.56,46.24,0.16,4.84,225.0,0.0,10.9,6.69145,17.7118931025,0.0,0.0,1.0
490,490,B.Cunningh,2014,0,26,8,7,34,10,STL,23.0,6.2,0.4,2.4,18.2,0.2,529.0,38.44,0.16,5.76,331.24,0.04,3.5,5.15819,2.7495940761,0.0,0.0,1.0
491,491,B.Cunningh,2014,0,30,9,13,10,11,STL,25.4,5.8,0.4,2.4,19.0,0.2,645.16,33.64,0.16,5.76,361.0,0.04,4.8,5.27625,0.2268140625,0.0,0.0,1.0
492,492,B.Cunningh,2014,0,29,10,14,31,11,STL,21.6,4.8,0.4,2.8,25.6,0.2,466.56,23.04,0.16,7.84,655.36,0.04,8.8,5.35503,11.8678183009,0.0,0.0,1.0
493,493,B.Cunningh,2014,1,25,11,22,7,11,STL,14.6,4.2,0.4,2.6,24.0,0.2,213.16,17.64,0.16,6.76,576.0,0.04,3.8,5.55736,3.0883141696,0.0,0.0,1.0
494,494,B.Cunningh,2014,0,28,12,24,27,11,STL,11.8,3.2,0.2,3.0,27.8,0.2,139.24,10.24,0.04,9.0,772.84,0.04,0.5,4.9889,20.15022321,0.0,0.0,1.0
495,495,B.Cunningh,2014,1,27,13,52,0,11,STL,14.0,3.8,0.2,2.4,20.8,0.0,196.0,14.44,0.04,5.76,432.64,0.0,0.5,6.74285,38.9731761225,0.0,0.0,1.0
496,496,B.Cunningh,2014,0,24,14,24,0,12,STL,9.6,3.2,0.2,2.2,19.2,0.0,92.16,10.24,0.04,4.84,368.64,0.0,4.8,4.08632,0.5093391424,0.0,0.0,1.0
497,497,B.Cunningh,2014,1,29,15,6,12,12,STL,11.6,3.0,0.2,2.6,17.2,0.0,134.56,9.0,0.04,6.76,295.84,0.0,2.7,3.35439,0.4282262721,0.0,0.0,1.0
498,498,B.Cunningh,2014,1,22,16,27,37,12,STL,10.0,2.6,0.0,2.8,18.6,0.0,100.0,6.76,0.0,7.84,345.96,0.0,-0.2,4.29785,20.2306546225,0.0,0.0,1.0
499,499,B.Cunningh,2014,0,31,17,6,20,12,STL,8.4,2.4,0.0,2.4,16.2,0.0,70.56,5.76,0.0,5.76,262.44,0.0,4.7,3.33994,1.8497632036,0.0,0.0,1.0
500,500,B.Green-Ellis,2010,0,20,2,14,28,9,NE,11.0,2.5,0.0,0.0,0.0,0.0,121.0,6.25,0.0,0.0,0.0,0.0,1.9,2.5284,0.39488656,0.0,0.0,1.0
501,501,B.Green-Ellis,2010,1,17,3,38,30,9,NE,9.5,5.0,0.0,0.0,0.0,0.0,90.25,25.0,0.0,0.0,0.0,0.0,16.4,8.19659,67.2959356281,0.0,0.0,1.0
502,502,B.Green-Ellis,2010,0,18,4,41,14,10,NE,49.0,8.0,0.5,0.5,3.0,0.0,2401.0,64.0,0.25,0.25,9.0,0.0,13.6,9.2557,18.87294249,2.0,0.0,1.0
503,503,B.Green-Ellis,2010,1,1,6,23,20,10,NE,38.0,8.0,0.5,0.0,0.0,0.0,1444.0,64.0,0.25,0.0,0.0,0.0,8.0,7.98989,0.0001022121,0.0,0.0,1.0
504,504,B.Green-Ellis,2010,0,28,7,23,20,10,NE,47.0,11.4,0.6,0.2,1.2,0.0,2209.0,129.96,0.36,0.04,1.44,0.0,8.4,8.85668,0.2085566224,0.0,0.0,1.0
505,505,B.Green-Ellis,2010,1,8,8,28,18,10,NE,47.4,12.6,0.8,0.2,1.2,0.0,2246.76,158.76,0.64,0.04,1.44,0.0,24.3,8.95121,235.585354464,0.0,0.0,1.0
506,506,B.Green-Ellis,2010,0,3,9,14,34,11,NE,66.0,14.0,1.2,0.4,3.4,0.0,4356.0,196.0,1.44,0.16,11.56,0.0,1.4,5.24277,14.7668812729,2.0,2.0,0.0
507,507,B.Green-Ellis,2010,0,4,10,39,26,11,NE,49.2,12.6,1.0,0.2,2.2,0.0,2420.64,158.76,1.0,0.04,4.84,0.0,12.3,10.505,3.222025,2.0,0.0,1.0
508,508,B.Green-Ellis,2010,1,10,11,31,28,11,NE,51.4,13.0,0.8,1.0,9.4,0.0,2641.96,169.0,0.64,1.0,88.36,0.0,16.0,10.40871,31.2625238641,2.0,0.0,0.0
509,509,B.Green-Ellis,2010,0,6,12,45,24,11,NE,66.6,15.2,0.8,1.2,10.2,0.0,4435.56,231.04,0.64,1.44,104.04,0.0,17.9,12.27218,31.6723579524,2.0,2.0,0.0
510,510,B.Green-Ellis,2010,1,20,13,45,3,12,NE,73.6,15.4,1.0,1.2,10.2,0.0,5416.96,237.16,1.0,1.44,104.04,0.0,19.9,13.9857,34.97894449,2.0,2.0,0.0
511,511,B.Green-Ellis,2010,0,5,14,36,7,12,NE,65.6,15.6,1.0,1.2,9.4,0.0,4303.36,243.36,1.0,1.44,88.36,0.0,8.7,12.09066,11.4965752356,2.0,2.0,0.0
512,512,B.Green-Ellis,2010,1,7,15,31,27,12,NE,80.2,18.0,1.0,1.2,9.4,0.0,6432.04,324.0,1.0,1.44,88.36,0.0,11.0,13.87101,8.2426984201,2.0,2.0,3.0
513,513,B.Green-Ellis,2010,0,17,16,34,3,12,NE,70.4,15.6,1.2,0.8,4.6,0.0,4956.16,243.36,1.44,0.64,21.16,0.0,10.7,11.89748,1.4339583504,2.0,2.0,0.0
514,514,B.Green-Ellis,2010,1,18,17,38,7,1,NE,72.0,15.2,1.0,0.8,4.4,0.0,5184.0,231.04,1.0,0.64,19.36,0.0,14.6,11.56059,9.2380131481,2.0,2.0,0.0
515,515,B.Green-Ellis,2011,0,18,1,38,24,9,NE,76.2,16.8,0.8,1.0,5.6,0.0,5806.44,282.24,0.64,1.0,31.36,0.0,9.4,11.39085,3.9634837225,2.0,2.0,0.0
516,516,B.Green-Ellis,2011,1,28,2,35,21,9,NE,68.6,14.6,0.6,0.8,4.2,0.0,4705.96,213.16,0.36,0.64,17.64,0.0,13.5,12.13737,1.8567605169,2.0,2.0,0.0
517,517,B.Green-Ellis,2011,0,17,3,31,34,9,NE,65.2,13.8,0.8,1.0,5.2,0.0,4251.04,190.44,0.64,1.0,27.04,0.0,1.6,12.6458,122.00969764,2.0,2.0,0.0
518,518,B.Green-Ellis,2011,0,27,4,31,19,10,NE,60.8,14.4,0.6,0.6,2.8,0.0,3696.64,207.36,0.36,0.36,7.84,0.0,14.4,11.76266,6.9555622756,2.0,2.0,0.0
519,519,B.Green-Ellis,2011,1,20,5,30,21,10,NE,55.0,13.8,0.8,0.6,4.0,0.0,3025.0,190.44,0.64,0.36,16.0,0.0,26.9,10.3098,275.23473604,2.0,0.0,0.0
520,520,B.Green-Ellis,2011,1,21,6,20,16,10,NE,66.2,15.2,1.0,0.6,5.4,0.0,4382.44,231.04,1.0,0.36,29.16,0.0,6.9,7.35894,0.2106259236,2.0,2.0,0.0
521,521,B.Green-Ellis,2011,0,4,8,17,25,10,NE,71.0,16.6,0.8,0.8,7.6,0.0,5041.0,275.56,0.64,0.64,57.76,0.0,0.9,6.66687,33.2567895969,2.0,2.0,0.0
522,522,B.Green-Ellis,2011,1,22,9,20,24,11,NE,58.8,14.2,0.6,0.6,6.6,0.0,3457.44,201.64,0.36,0.36,43.56,0.0,6.3,7.90646,2.5807137316,2.0,2.0,0.0
523,523,B.Green-Ellis,2011,0,20,10,37,16,11,NE,66.0,14.8,0.6,0.8,8.8,0.0,4356.0,219.04,0.36,0.64,77.44,0.0,0.8,11.54813,115.522298497,2.0,2.0,0.0
524,524,B.Green-Ellis,2011,1,26,11,34,3,11,NE,52.6,13.2,0.4,0.6,7.0,0.0,2766.76,174.24,0.16,0.36,49.0,0.0,10.6,11.59259,0.9852349081,2.0,0.0,0.0
525,525,B.Green-Ellis,2011,0,23,12,38,20,11,NE,41.6,11.8,0.0,0.6,9.4,0.0,1730.56,139.24,0.0,0.36,88.36,0.0,16.4,8.60748,60.7233679504,0.0,0.0,1.0
526,526,B.Green-Ellis,2011,1,10,13,31,24,12,NE,38.8,11.8,0.4,0.4,7.2,0.0,1505.44,139.24,0.16,0.16,51.84,0.0,7.4,7.99871,0.3584536641,0.0,0.0,1.0
527,527,B.Green-Ellis,2011,0,24,14,34,27,12,NE,39.8,12.0,0.6,0.4,7.2,0.0,1584.04,144.0,0.36,0.16,51.84,0.0,1.9,8.64549,45.5016353401,0.0,0.0,1.0
528,528,B.Green-Ellis,2011,0,25,15,41,23,12,NE,33.2,10.6,0.6,0.2,5.0,0.0,1102.24,112.36,0.36,0.04,25.0,0.0,10.9,9.44379,2.1205475641,0.0,0.0,1.0
529,529,B.Green-Ellis,2011,1,18,16,27,24,12,NE,35.0,11.0,0.8,0.6,11.4,0.0,1225.0,121.0,0.64,0.36,129.96,0.0,1.0,9.42013,70.8985892169,0.0,0.0,1.0
530,530,B.Green-Ellis,2011,1,17,17,49,21,1,NE,20.8,7.6,0.8,0.4,6.4,0.0,432.64,57.76,0.64,0.16,40.96,0.0,19.5,8.1736,128.28733696,0.0,0.0,1.0
531,531,B.Green-Ellis,2012,0,1,1,13,44,9,CIN,16.4,6.2,0.8,0.6,17.0,0.0,268.96,38.44,0.64,0.36,289.0,0.0,15.5,6.22463,86.0324886369,0.0,0.0,1.0
532,532,B.Green-Ellis,2012,1,3,2,34,27,9,CIN,31.8,8.6,0.8,0.8,17.8,0.0,1011.24,73.96,0.64,0.64,316.84,0.0,10.5,7.68868,7.9035201424,0.0,0.0,1.0
533,533,B.Green-Ellis,2012,0,24,3,38,31,9,CIN,43.0,11.8,0.8,1.4,23.8,0.0,1849.0,139.24,0.64,1.96,566.44,0.0,7.8,10.92665,9.7759402225,0.0,0.0,1.0
534,534,B.Green-Ellis,2012,0,11,4,27,10,9,CIN,47.2,13.2,0.8,1.0,17.4,0.0,2227.84,174.24,0.64,1.0,302.76,0.0,5.4,9.50787,16.8745959369,0.0,0.0,1.0
535,535,B.Green-Ellis,2012,1,18,5,13,17,10,CIN,61.6,17.8,0.8,1.4,19.8,0.0,3794.56,316.84,0.64,1.96,392.04,0.0,1.6,8.88003,52.9988368009,2.0,2.0,0.0
536,536,B.Green-Ellis,2012,0,3,6,24,34,10,CIN,60.0,18.2,0.4,1.4,9.6,0.0,3600.0,331.24,0.16,1.96,92.16,0.0,7.0,11.35092,18.9305048464,2.0,2.0,0.0
537,537,B.Green-Ellis,2012,1,4,7,17,24,10,CIN,54.2,17.8,0.2,1.4,10.4,0.0,2937.64,316.84,0.04,1.96,108.16,0.0,6.9,8.13644,1.5287838736,2.0,0.0,0.0
538,538,B.Green-Ellis,2012,1,25,9,23,31,11,CIN,53.0,17.2,0.2,0.8,4.4,0.0,2809.0,295.84,0.04,0.64,19.36,0.0,11.3,8.41966,8.2963585156,2.0,0.0,0.0
539,539,B.Green-Ellis,2012,1,22,10,31,13,11,CIN,56.6,17.2,0.2,1.2,3.8,0.0,3203.56,295.84,0.04,1.44,14.44,0.0,5.8,13.4307,58.22758249,2.0,0.0,0.0
540,540,B.Green-Ellis,2012,0,26,11,28,6,11,CIN,50.2,15.0,0.2,1.2,3.0,0.0,2520.04,225.0,0.04,1.44,9.0,0.0,16.8,11.11178,32.3558467684,2.0,0.0,1.0
541,541,B.Green-Ellis,2012,1,27,12,34,10,11,CIN,67.6,18.2,0.4,1.2,4.0,0.0,4569.76,331.24,0.16,1.44,16.0,0.0,19.8,10.29107,90.4197497449,2.0,2.0,0.0
542,542,B.Green-Ellis,2012,0,28,13,20,13,12,CIN,81.0,18.8,0.6,1.2,4.2,0.0,6561.0,353.44,0.36,1.44,17.64,0.0,13.2,8.52239,21.8800353121,2.0,2.0,3.0
543,543,B.Green-Ellis,2012,1,21,14,19,20,12,CIN,90.8,20.2,0.6,2.0,7.0,0.0,8244.64,408.04,0.36,4.0,49.0,0.0,10.2,10.80531,0.3664001961,1.0,1.0,3.0
544,544,B.Green-Ellis,2012,0,23,15,34,13,12,CIN,97.4,19.2,0.4,2.2,10.2,0.0,9486.76,368.64,0.16,4.84,104.04,0.0,16.6,14.68961,3.6495899521,1.0,1.0,3.0
545,545,B.Green-Ellis,2012,0,4,16,13,10,12,CIN,108.6,21.2,0.6,1.8,8.6,0.0,11793.96,449.44,0.36,3.24,73.96,0.0,1.4,10.39946,80.9902802916,1.0,1.0,2.0
546,546,B.Green-Ellis,2013,0,5,1,21,24,9,CIN,91.2,19.2,0.4,1.8,7.2,0.0,8317.44,368.64,0.16,3.24,51.84,0.0,8.9,9.84492,0.8928738064,1.0,1.0,3.0
547,547,B.Green-Ellis,2013,1,4,2,20,10,9,CIN,70.4,18.2,0.4,1.8,6.2,0.0,4956.16,331.24,0.16,3.24,38.44,0.0,8.0,10.89096,8.3576497216,2.0,2.0,0.0
548,548,B.Green-Ellis,2013,1,7,3,34,30,9,CIN,61.8,17.6,0.4,1.2,4.4,0.0,3819.24,309.76,0.16,1.44,19.36,0.0,6.9,12.10334,27.0747471556,2.0,2.0,0.0
549,549,B.Green-Ellis,2013,0,3,4,6,17,9,CIN,49.8,17.2,0.6,0.6,1.8,0.0,2480.04,295.84,0.36,0.36,3.24,0.0,1.3,6.44445,26.4653658025,2.0,0.0,1.0
550,550,B.Green-Ellis,2013,1,19,5,13,6,10,CIN,31.2,13.4,0.4,0.6,1.8,0.0,973.44,179.56,0.16,0.36,3.24,0.0,12.7,5.75819,48.1887260761,0.0,0.0,1.0
551,551,B.Green-Ellis,2013,0,17,6,27,24,10,CIN,41.8,14.2,0.6,0.4,1.8,0.0,1747.24,201.64,0.36,0.16,3.24,0.0,8.6,7.15249,2.0952852001,0.0,0.0,1.0
552,552,B.Green-Ellis,2013,0,6,7,27,24,10,CIN,54.0,15.0,0.4,0.2,1.0,0.0,2916.0,225.0,0.16,0.04,1.0,0.0,2.4,12.28124,97.6389039376,2.0,0.0,0.0
553,553,B.Green-Ellis,2013,1,20,8,49,9,10,CIN,43.8,12.6,0.4,0.0,0.0,0.0,1918.44,158.76,0.16,0.0,0.0,0.0,3.3,11.70407,70.6283925649,0.0,0.0,1.0
554,554,B.Green-Ellis,2013,0,18,9,20,22,10,CIN,44.6,12.8,0.2,0.0,0.0,0.0,1989.16,163.84,0.04,0.0,0.0,0.0,7.2,6.83022,0.1367372484,0.0,0.0,1.0
555,555,B.Green-Ellis,2013,0,1,10,17,20,11,CIN,56.4,15.8,0.2,0.0,0.0,0.0,3180.96,249.64,0.04,0.0,0.0,0.0,3.6,7.2927,13.63603329,2.0,0.0,0.0
556,556,B.Green-Ellis,2013,1,3,11,41,20,11,CIN,50.2,13.8,0.0,0.0,0.0,0.0,2520.04,190.44,0.0,0.0,0.0,0.0,6.2,12.41607,38.6395262449,2.0,0.0,1.0
557,557,B.Green-Ellis,2013,0,28,13,17,10,12,CIN,45.4,13.4,0.0,0.0,0.0,0.0,2061.16,179.56,0.0,0.0,0.0,0.0,13.5,7.25065,39.0543754225,0.0,0.0,1.0
558,558,B.Green-Ellis,2013,1,10,14,42,28,12,CIN,59.0,15.4,0.2,0.2,0.6,0.0,3481.0,237.16,0.04,0.04,0.36,0.0,16.8,11.27026,30.5780244676,2.0,2.0,0.0
559,559,B.Green-Ellis,2013,0,4,15,20,30,12,CIN,62.0,16.6,0.6,0.2,0.6,0.0,3844.0,275.56,0.36,0.04,0.36,0.0,0.4,7.53211,50.8669930521,2.0,2.0,0.0
560,560,B.Green-Ellis,2013,1,8,16,42,14,12,CIN,48.4,13.2,0.6,0.2,0.6,0.0,2342.56,174.24,0.36,0.04,0.36,0.0,9.4,12.22226,7.9651515076,0.0,0.0,1.0
561,561,B.Green-Ellis,2013,1,1,17,34,17,12,CIN,46.0,13.8,0.8,0.4,2.6,0.0,2116.0,190.44,0.64,0.16,6.76,0.0,6.6,10.79841,17.6266465281,0.0,0.0,1.0
562,562,B.Jackson,2010,1,17,2,34,7,9,GB,31.5,9.0,0.0,1.0,6.0,0.0,992.25,81.0,0.0,1.0,36.0,0.0,9.9,9.16418,0.5414310724,0.0,0.0,1.0
563,563,B.Jackson,2010,0,5,3,17,20,9,GB,14.5,5.5,0.5,0.5,5.0,0.0,210.25,30.25,0.25,0.25,25.0,0.0,3.9,5.73844,3.3798616336,0.0,0.0,1.0
564,564,B.Jackson,2010,1,6,4,28,26,10,GB,6.0,3.5,0.0,2.0,13.5,0.0,36.0,12.25,0.0,4.0,182.25,0.0,3.4,5.22946,3.3469238916,0.0,0.0,1.0
565,565,B.Jackson,2010,0,24,5,13,16,10,GB,16.5,4.5,0.0,0.5,0.5,0.0,272.25,20.25,0.0,0.25,0.25,0.0,14.0,4.53316,89.6210595856,0.0,0.0,1.0
566,566,B.Jackson,2010,1,18,6,20,23,10,GB,50.4,11.0,0.2,2.6,15.0,0.0,2540.16,121.0,0.04,6.76,225.0,0.0,8.2,7.35762,0.7096040644,2.0,0.0,1.0
567,567,B.Jackson,2010,1,8,7,28,24,10,GB,48.4,9.8,0.2,2.8,18.4,0.0,2342.56,96.04,0.04,7.84,338.56,0.0,14.4,8.31342,37.0464560964,0.0,0.0,1.0
568,568,B.Jackson,2010,0,20,8,9,0,10,GB,54.2,10.2,0.2,3.2,25.6,0.0,2937.64,104.04,0.04,10.24,655.36,0.0,7.2,7.77834,0.3344771556,2.0,0.0,0.0
569,569,B.Jackson,2010,1,21,9,45,7,11,GB,62.8,11.8,0.2,2.8,23.6,0.0,3943.84,139.24,0.04,7.84,556.96,0.0,18.8,11.8127,48.82236129,2.0,2.0,0.0
570,570,B.Jackson,2010,0,8,11,31,3,11,GB,64.6,12.6,0.4,3.4,28.6,0.2,4173.16,158.76,0.16,11.56,817.96,0.04,6.6,13.28513,44.6909631169,2.0,2.0,0.0
571,571,B.Jackson,2010,0,13,12,17,20,11,GB,47.2,13.4,0.4,3.2,31.2,0.2,2227.84,179.56,0.16,10.24,973.44,0.04,3.6,8.07645,20.0386046025,0.0,0.0,1.0
572,572,B.Jackson,2010,1,30,13,34,16,12,GB,41.8,13.0,0.4,3.2,27.4,0.2,1747.24,169.0,0.16,10.24,750.76,0.04,7.6,10.431,8.014561,0.0,0.0,1.0
573,573,B.Jackson,2010,0,6,14,3,7,12,GB,32.8,11.2,0.2,3.4,30.8,0.2,1075.84,125.44,0.04,11.56,948.64,0.04,2.8,7.2301,19.62578601,0.0,0.0,1.0
574,574,B.Jackson,2010,0,19,15,27,31,12,GB,25.6,9.6,0.2,3.6,29.2,0.2,655.36,92.16,0.04,12.96,852.64,0.04,10.2,10.31828,0.0139901584,0.0,0.0,1.0
575,575,B.Jackson,2010,1,22,16,45,17,12,GB,37.0,11.4,0.0,3.0,24.6,0.0,1369.0,129.96,0.0,9.0,605.16,0.0,4.9,12.38606,56.0410943236,0.0,0.0,1.0
576,576,B.Jackson,2010,1,5,17,10,3,1,GB,39.2,12.2,0.0,2.4,19.0,0.0,1536.64,148.84,0.0,5.76,361.0,0.0,3.5,7.47345,15.7883049025,0.0,0.0,1.0
577,577,B.Jackson,2012,1,23,1,16,17,9,CLE,37.8,11.6,0.0,2.2,20.2,0.0,1428.84,134.56,0.0,4.84,408.04,0.0,2.0,6.59535,21.1172416225,0.0,0.0,1.0
578,578,B.Jackson,2012,0,4,17,10,24,12,CLE,35.2,10.8,0.0,1.8,11.6,0.0,1239.04,116.64,0.0,3.24,134.56,0.0,5.4,4.58232,0.6686005824,0.0,0.0,1.0
579,579,B.Jacobs,2010,0,10,2,14,38,9,NYG,22.0,6.0,0.0,1.0,10.5,0.0,484.0,36.0,0.0,1.0,110.25,0.0,0.8,4.59197,14.3790364809,0.0,0.0,1.0
580,580,B.Jacobs,2010,1,12,3,10,29,9,NYG,4.0,2.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,1.8,2.47696,0.4582748416,0.0,0.0,1.0
581,581,B.Jacobs,2010,1,5,4,17,3,10,NYG,8.5,2.0,0.0,0.5,0.5,0.0,72.25,4.0,0.0,0.25,0.25,0.0,12.6,2.90097,94.0711829409,0.0,0.0,1.0
582,582,B.Jacobs,2010,0,9,5,34,10,10,NYG,31.0,3.0,0.5,0.5,2.0,0.0,961.0,9.0,0.25,0.25,4.0,0.0,10.1,6.84096,10.6213417216,0.0,0.0,1.0
583,583,B.Jacobs,2010,1,6,6,28,20,10,NYG,34.4,7.2,0.4,0.8,5.2,0.0,1183.36,51.84,0.16,0.64,27.04,0.0,15.5,5.99842,90.2800224964,0.0,0.0,1.0
584,584,B.Jacobs,2010,0,21,7,41,35,10,NYG,32.6,6.6,0.8,0.4,1.0,0.0,1062.76,43.56,0.64,0.16,1.0,0.0,11.5,8.20269,10.8722532361,0.0,0.0,1.0
